Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject,GenBank_Title
KX499536,Coxsackievirus B2,NA,"Zhang,J., Zhang,H., Zhao,Y., Guo,C., Yang,Z., Ma,S.","Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Molecular Epidemiology",China,2016-10-18,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7405,GenBank,complete,B2,NA,1,China,China,NA,Homo sapiens,feces,2012-07-19,NA,NA,"Coxsackievirus B2 strain RW41-2/YN/CHN/2012, complete genome"
KX767786,Echovirus E18,NA,"Chen,X., Guo,J., Xie,Z.","Beijing Pediatric Research Institute, Beijing Children's Hospital, Capital Medical University, Laborotary of Virology",China,2016-09-06,E18-314/HB/CHN/2015,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7414,GenBank,complete,E18,NA,NA,China,China,NA,Homo sapiens,cerebrospinal fluid,2015-07,NA,NA,"Echovirus E18 isolate E18-314/HB/CHN/2015, complete genome"
KU574620,Echovirus E33,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-33/PMKA1174/THA/2011,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6552,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2011-03-31,NA,NA,"Echovirus E33 isolate EV-B E-33/PMKA1174/THA/2011 polyprotein gene, complete cds"
KU574621,Echovirus E18,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-18/PMKD0134/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6570,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-06-25,NA,NA,"Echovirus E18 isolate EV-B E-18/PMKD0134/THA/2010 polyprotein gene, complete cds"
KU574622,Echovirus E4,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-4/PMKA0138/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6552,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-01-11,NA,NA,"Echovirus E4 isolate EV-B E-4/PMKA0138/THA/2010 polyprotein gene, complete cds"
KU574623,Coxsackievirus B3,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B CV-B3/PMKA0906/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6558,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-10-07,NA,NA,"Coxsackievirus B3 isolate EV-B CV-B3/PMKA0906/THA/2010 polyprotein gene, complete cds"
KU574624,Coxsackievirus B3,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B CV-B3/PMKA0219/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6558,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-02-04,NA,NA,"Coxsackievirus B3 isolate EV-B CV-B3/PMKA0219/THA/2010 polyprotein gene, complete cds"
KU574625,Coxsackievirus B5,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B CV-B5/PMKA1315/THA/2011,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6558,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2011-06-29,NA,NA,"Coxsackievirus B5 isolate EV-B CV-B5/PMKA1315/THA/2011 polyprotein gene, complete cds"
KU574626,Echovirus E6,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-6/PMKA1204/THA/2011,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6576,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2011-05-19,NA,NA,"Echovirus E6 isolate EV-B E-6/PMKA1204/THA/2011 polyprotein gene, complete cds"
KU574627,Echovirus E6,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-6/PMKA1160/THA/2011,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6576,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2011-03-11,NA,NA,"Echovirus E6 isolate EV-B E-6/PMKA1160/THA/2011 polyprotein gene, complete cds"
KU574628,Echovirus E6,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-6/PMKA1124/THA/2011,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6576,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2011-02-14,NA,NA,"Echovirus E6 isolate EV-B E-6/PMKA1124/THA/2011 polyprotein gene, complete cds"
KU574629,Echovirus E9,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-9/PMKA1322/THA/2011,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6612,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2011-06-30,NA,NA,"Echovirus E9 isolate EV-B E-9/PMKA1322/THA/2011 polyprotein gene, complete cds"
KU574630,Echovirus E9,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-9/PMKA1265/THA/2011,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6612,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2011-06-14,NA,NA,"Echovirus E9 isolate EV-B E-9/PMKA1265/THA/2011 polyprotein gene, complete cds"
KU574631,Coxsackievirus B2,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B CV-B2/PMKA0279/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6564,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-02-17,NA,NA,"Coxsackievirus B2 isolate EV-B CV-B2/PMKA0279/THA/2010 polyprotein gene, complete cds"
KU574632,Coxsackievirus B2,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B CV-B2/PMKA0198/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6564,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-02-01,NA,NA,"Coxsackievirus B2 isolate EV-B CV-B2/PMKA0198/THA/2010 polyprotein gene, complete cds"
KU574633,Echovirus E30,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-30/PMKA0836/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6585,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-09-24,NA,NA,"Echovirus E30 isolate EV-B E-30/PMKA0836/THA/2010 polyprotein gene, complete cds"
KU574634,Echovirus E30,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-30/PMKA0274/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6585,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-02-16,NA,NA,"Echovirus E30 isolate EV-B E-30/PMKA0274/THA/2010 polyprotein gene, complete cds"
KU574635,Echovirus E3,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-3/PMKA0362/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6585,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-05-21,NA,NA,"Echovirus E3 isolate EV-B E-3/PMKA0362/THA/2010 polyprotein gene, complete cds"
KU574636,Coxsackievirus A9,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B CV-A9/PMKA0420/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6606,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-06-21,NA,NA,"Coxsackievirus A9 isolate EV-B CV-A9/PMKA0420/THA/2010 polyprotein gene, complete cds"
KU574637,Coxsackievirus A9,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B CV-A9/PMKA0512/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6606,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-08-09,NA,NA,"Coxsackievirus A9 isolate EV-B CV-A9/PMKA0512/THA/2010 polyprotein gene, complete cds"
KU574638,Coxsackievirus A9,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B CV-A9/EBMSV0003/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6606,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-09-07,NA,NA,"Coxsackievirus A9 isolate EV-B CV-A9/EBMSV0003/THA/2010 polyprotein gene, complete cds"
KU574639,Echovirus E19,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-19/PMKA0898/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6591,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-10-06,NA,NA,"Echovirus E19 isolate EV-B E-19/PMKA0898/THA/2010 polyprotein gene, complete cds"
KU574640,Echovirus E33,NA,"Zhou,Y., Fernandez,S., Yoon,I.K., Simasathien,S., Watanaveeradej,V., Yang,Y., Marte-Salcedo,O.A., Shuck-Lee,D.J., Thomas,S.J., Hang,J., Jarman,R.G., Yoon,I.-K., Marte,O.A.","Walter Reed Army Institute of Research, Viral Diseases Branch",USA,2016-07-15,EV-B E-33/PMKA0914/THA/2010,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6552,GenBank,partial,NA,NA,1,Thailand: Bangkok,Thailand,NA,Homo sapiens,NA,2010-10-08,NA,NA,"Echovirus E33 isolate EV-B E-33/PMKA0914/THA/2010 polyprotein gene, complete cds"
KX139446,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/ST9524/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7427,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-16,NA,NA,"Echovirus E18 isolate Jena/ST9524/10 polyprotein gene, complete cds"
KX139447,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/VI10227/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7424,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-19,NA,NA,"Echovirus E18 isolate Jena/VI10227/10 polyprotein gene, complete cds"
KX139448,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/VI10245/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7400,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-19,NA,NA,"Echovirus E18 isolate Jena/VI10245/10 polyprotein gene, complete cds"
KX139449,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/VI10517/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7423,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-29,NA,NA,"Echovirus E18 isolate Jena/VI10517/10 polyprotein gene, complete cds"
KX139450,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/AN1362/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7423,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-23,NA,NA,"Echovirus E18 isolate Jena/AN1362/10 polyprotein gene, complete cds"
KX139451,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/AN1363/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7423,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-23,NA,NA,"Echovirus E18 isolate Jena/AN1363/10 polyprotein gene, complete cds"
KX139452,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/AN1365/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7422,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-23,NA,NA,"Echovirus E18 isolate Jena/AN1365/10 polyprotein gene, complete cds"
KX139453,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/AN1366/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7423,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-23,NA,NA,"Echovirus E18 isolate Jena/AN1366/10 polyprotein gene, complete cds"
KX139454,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/AN1367/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7423,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-23,NA,NA,"Echovirus E18 isolate Jena/AN1367/10 polyprotein gene, complete cds"
KX139455,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/AN1370/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7423,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-23,NA,NA,"Echovirus E18 isolate Jena/AN1370/10 polyprotein gene, complete cds"
KX139456,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/AN1371/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7425,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-23,NA,NA,"Echovirus E18 isolate Jena/AN1371/10 polyprotein gene, complete cds"
KX139457,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/AN1384/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7427,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-25,NA,NA,"Echovirus E18 isolate Jena/AN1384/10 polyprotein gene, complete cds"
KX139458,Echovirus E18,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/AN1389/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7422,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-28,NA,NA,"Echovirus E18 isolate Jena/AN1389/10 polyprotein gene, complete cds"
KX139460,Echovirus E25,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/VI10308/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7436,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-21,NA,NA,"Echovirus E25 isolate Jena/VI10308/10 polyprotein gene, complete cds"
KX139461,Coxsackievirus B5,NA,"Krumbholz,A., Egerer,R., Braun,H., Schmidtke,M., Rimek,D., Kroh,C., Hennig,B., Groth,M., Sauerbrei,A., Zell,R., Henning,B.","Christian-Albrecht University Kiel and University Medical Center Schleswig-Holstein, Institute of Infection Medicine",Germany,2016-07-10,Jena/AN1397/10,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7332,GenBank,partial,NA,NA,1,Germany,Germany,NA,Homo sapiens,feces,2010-11-30,NA,NA,"Coxsackievirus B5 isolate Jena/AN1397/10 polyprotein gene, complete cds"
KU355273,Echovirus E7,NA,"Qiu,X.","Hangzhou Center for Disease Control and Prevention, Microbiology Laboratory",China,2016-02-27,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7426,GenBank,complete,7,NA,NA,China,China,NA,Homo sapiens,NA,2013-07-14,NA,NA,"Echovirus E7 strain 40/Longyou/ZJ, complete genome"
KT353720,Echovirus E30,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2016-02-13,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7190,GenBank,complete,NA,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E30 strain 1-B4-TW, complete genome"
KT353721,Coxsackievirus A9,NA,"Chien,Y.S., Lee,M.-S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2016-02-13,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7219,GenBank,complete,NA,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Coxsackievirus A9 strain 1-D7-CA9, complete genome"
KT353723,Echovirus E3,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2016-02-13,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7328,GenBank,complete,NA,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E3 strain 2-E6-TW, complete genome"
KT353724,Echovirus E6,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2016-02-13,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7018,GenBank,complete,NA,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E6 strain 2-C2, complete genome"
KT353725,Echovirus E6,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2016-02-13,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7018,GenBank,complete,NA,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E6 strain 2-D5-TW, complete genome"
KR107054,Coxsackievirus B3,NA,"Laxmivandana,R., Cherian,S.S., Yergolkar,P., Chitambar,S.D.","National Institute of Virology, Enteric Viruses Group",India,2016-01-17,NIV099351LV53P4,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7400,GenBank,complete,NA,NA,1,India,India,NA,Homo sapiens,feces,2009,NA,NA,"Coxsackievirus B3 isolate NIV099351LV53P4, complete genome"
